,author,contenttext,date,title,key_word
311,onetear (宅出三個女兒來...),"
本來是一部很普通的末日片

但是因為今年2020年

讓這一部片產生了不同的感覺


末。日。近。了


你是那個被選上之人嗎?



~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~






~~~~~~~~~~~~~~~~~~~ 雷文 主文分隔線 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

男主角是個結構工程師

因為犯了全天下的男人都會犯的錯而與他的老婆小孩分居兩地

這一天 因為舉辦孩子的生日派對 男主角回到原本的家中參加派對

這裡可以看出男主角其實很愛自己的小孩 但是卻不知道該怎麼面對他的老婆

當他外出採買派對需要的東西時 星際彗星克拉克的先遣碎片降臨地球了

這部片的NASA科學家在計算落點時出現了一點誤差

而這一點誤差 敲響了地球第一個喪鐘

本應掉落在百慕達海域的碎片 砸在美國本土上

頓時全美國人民大恐慌 這時候NASA科學家才發出警訊  地球的末日近了

這時新聞報導說 有一個未經證實的消息是 政府有傳送國家級警報給被選上之人

在時限之內到達軍事機場 可以搭乘飛機到避難所去

而男主角因為職業的關係被選上了

但是時間點是左鄰右舍都來自己家中參加派對並且一同看新聞的這個時候

美國政府的黑科技 直接將這個消息傳到你家的電視上通知你是神選之人

趕快去軍事機場搭機逃難吧

這時候鄰居好友的眼神頓時都變了 雖然還沒做出甚麼舉動 但是人心以變

等到主角帶著老婆小孩到了軍事基地 果然已經一堆人包圍住基地

千辛萬苦的進入軍事基地等著上飛機前才發現 自己小孩的救命藥劑遺落在車上

而男主角的蠢蛋老婆去詢問旁邊的士兵有沒有看到她老公時

說出了他小孩有慢性疾病的事情 當場被士兵告知有慢性病的人是不能登機的

被帶到旁邊去取消了去避難所的資格趕出了軍事基地

而拿了藥劑回到登機坪卻遲遲找不到老婆小孩的男主角

在登機之後才被告知有慢性病者是不能登機的消息 而硬逼著士兵讓他下機

這時候包圍軍事基地的美國暴民衝進停機坪 爭搶登機的機會

在混亂之中點燃了燃油產生了爆炸 整片的飛機陷入火海

而男主角趁機離開軍事基地 開始了尋找妻小的旅程

最後 男主角能否找到老婆小孩並且到達祕密的避難所呢?

如果你有興趣的話 可以去戲院看看


其實整部片缺點很多 莫名的星際彗星 智障般的NASA科學家  非常晃動的鏡頭

優點也是有的 其中最棒的就是 有如既視感的美國鄉民暴動

因為幾個月前我們在電視上才看過  雖然程度上有差別

其次是劇本對於人性的刻劃我覺得很有真實感

在末日來臨之時 有的人享受最後人生 有的人積極的尋求一線生機

其中男主角尋找妻小的旅途之中 被其他人得知他們有被選上能去避難所的證明手環時

不是突然就心生歹意去搶奪手環

都是經過一段時間才對他們出手 或許是計畫 或許是下定決心

讓我感覺這才是真實會發生的事情

再來是男主角莫名讓我聯想到最後生還者一代的喬爾

雖然沒有喬爾的身手與冷血 但是身為普通人他也為了小孩付出了一切


打到這裡其實這部片還不到好雷等級

但是在這因為武漢肺炎 新片冷冷清清的2020年來說

有這種即視感很強的災難片 本身也沒有出現甚麼邏輯錯誤問題的電影

其實在目前台灣還相對全世界安全 起碼能到電影院看電影的我們來說

這一部片算看了不會覺得浪費錢 就足夠好雷推薦了


--

人們往往對陌生人太好 卻對自己人苛刻

只為了不讓人留下自私的印象

--
我推測只有C

我覺得美國家庭有問題的應該真的很多

弱化我覺得還好 劇情中本來就說克拉克有大有小
像第一顆的威力其實超大的阿!
那個後期掉落在北紐約州公路的霰彈隕石 威力小的不可思議
我覺得這種大小的應該早在通過大氣層就消失了

小孩子有病我感覺有點硬加 不過沒有加這個病的話 劇情就太短了

真的將人性描寫得很真實 不管是暴動 或者是人與人之間互助 還是開派對狂歡

好像是吼

跟哥吉拉裡面沒有幾幕哥吉拉一樣
因為主角都是人類


真的好看

抱歉 那個威力小到讓我懷疑真的有這種隕石嗎?
",2020-08-16 00:36:27,[好雷] 天劫倒數 87%真實性的災難片,天劫倒數
312,benbenson12 (如履),"






以下有雷

圖文好讀版：






~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~



《天劫倒數》是一部美國災難動作電影，由雷克羅曼沃執導，傑哈巴特勒、莫蓮娜芭卡琳

、史考特葛倫、大衛丹曼主演，劇情講述偏離軌道的「克拉克」彗星即將衝破大氣層，隨

著全球陷入毀滅倒數的恐慌，父親約翰為了生存必須排除萬難，把幸運被政府選中一家帶

到庇護所避難，在分秒必爭的生死關頭，他也將面對自己從未想像過的挑戰。



在每年學生不用上學的暑假檔期，片商總會接連推出許多大型商業片吸引觀眾進場，然而

在今年受到疫情影響下，雖然每周都還是有許多新電影上映，但好萊塢娛樂大片紛紛延後

上映計畫，有票房號召力的作品也少了許多，因此在《屍速列車2》熱度變淡、萬眾矚目

的《天能》還沒到來之前的這段過渡期，彗星撞地球的災難片《天劫倒數》就像一場及時

雨，讓許多認為看電影「錢要花得值得」的觀眾能進戲院解悶。



就如許多我們熟悉的災難電影，《天劫倒數》以能在一瞬間毀滅世界的「克拉克彗星」即

將墜落在地表上作為主題，將故事聚焦於約翰這位父親如何在末日來臨前帶著一家三口脫

離險境的過程，透過無法預期的天災與家人之間情感的結合，讓角色共同見證周遭的死亡

與離別、試著對抗無法抵擋的命運來引發觀眾的情感共鳴。



有著硬漢形象的動作演員傑哈巴特勒在去年以《全面攻佔3：天使救援》，為這拯救多災

多難的總統系列劃下句點之後，今年 2020 又再度跟導演雷克羅曼沃合作推出《天劫倒數

》這部災難電影，不僅從特務保鑣轉行成建築結構工程師也不減他的個人魅力，這次保護

的對象從總統變為他的家人，更使他雖然有著許多缺陷，但內心還是深愛著孩子，能不顧

一切為家人犧牲付出的勇父形象深植觀眾心中。



你可以把《天劫倒數》當成是隕石版的《2012》，兩者基本上有著相同的故事走向，差別

只在劇情與場面的比重不同而已。因此雖然特效場面不像《2012》因為板塊劇烈運動所引

發的大規模火山爆發、強烈地震和數百公尺高海嘯那樣讓人感到震撼與怵目驚心，但《天

劫倒數》劇情卻沒有《2012》那麼一廂情願，反而更加注重在災難發生後的角色心境與人

性探討。



我能感受到《天劫倒數》嘗試在傳統故事中找到的用心，其中除了主角約翰一家人在逃難

過程所經歷的危機之外，還有電影本身對角色性格背景的塑造、人物彼此之間關係的經營

，父親承擔起責任的堅強、母親在無助時永不放棄，或許整體故事還是脫離不了傑哈巴特

勒作品的一貫風格，但導演雷克羅曼沃選擇從我們現實世界如果真的發生災難的角度切入

，也讓觀眾能在欣賞《天劫倒數》電影過程中有更深的帶入感。



在某種程度上，《天劫倒數》電影前段約翰獨自收到必須前往避難所的總統警報，卻發現

所有鄰居都在家裡聚會，那種面對大家質問的尷尬感，想要做些什麼卻又無能為力的矛盾

糾結，就已經直接告訴觀眾《天劫倒數》是一部相當特別的災難片。就像片中原本關係密

切的好友只因為一封簡訊通知就瞬間形同陌路，或許我們都能以理性的態度去看待旁人的

遭遇，但如果相同事情發生在自己身上，我們會不會也希望握有資源的那方能給予自己一

點協助？



《天劫倒數》完全展現出一場末日對整個世界所帶來的改變，絕對不只是會對地球上的所

有生命造成威脅而已，人們在危急狀況下所產生的求生意志更會驅使我們做出許多自己原

本從未想像過的事，就像在絕望時無論眼前多小的希望、多微弱的光芒都會想盡辦法抓住

，搶奪糧食、爆發流血衝突，為了繼續活下去，不管要付出代價是泯滅人性，或者違背自

身良知與道德價值觀，在瀕臨死亡的面前似乎都變得微不足道。



我很喜歡《天劫倒數》片中透過這個家庭的逃難過程，帶著觀眾看見當世界瀕臨毀滅的最

真實一面，無論是政府機關選擇在災難發生前隱匿消息，只通知有特殊才能的人前往避難

，讓沒被選中的大批民眾擠在空軍基地前試著突破，或者兒子奈森因為先天糖尿病而被取

消登機資格，夫妻倆就相繼因為手環而成為旁人的攻擊對象，這些世間殘酷現實與人性的

自私無情幾乎都真實地讓人無法反駁，能在《天劫倒數》這部商業電影裡看到這些確實不

是件容易的事。



因此，在原本人們爭相觀賞的天文奇觀都能在一瞬間轉變成毀滅世界的災難的情況下，《

天劫倒數》以夫妻感情失和、約翰外遇作為故事背景，不僅藉由彗星所引發的末日來修補

家庭關係，也從成員之間在困境中更顯珍貴的情感連結，延伸到人們因為曾經遭遇生離死

別的痛苦，能夠換位思考、體會別人內心的焦急迫切而依然存在的善良溫暖，我想這都是

《天劫倒數》裡最重要的核心主題。



整體而言，或許《天劫倒數》作為一部災難電影，裡頭大型特效場面不算太多，但無論是

隕石墜落在地表的衝擊、被染成火紅的天空，或者小型碎片如雨滴般落下的橋段，整體畫

面呈現與環繞音效的處理也為觀眾帶來十足的臨場感，更不用說電影劇情面上對於人性與

社會現實的真實描寫，儘管比起前段的故事鋪陳，結局收尾略顯突兀草率，但從突如其來

的災難感受世上留存的溫暖美好，《天劫倒數》能有這樣的成果已經讓我相當滿意。


--

歡迎追蹤我的FB或IG專頁


Telegram頻道：

--
",2020-08-15 22:10:19,[好雷]《天劫倒數》用彗星來修補家人感情,天劫倒數
313,kyo2003 (人生沒有絕對!!),"
雷文防雷資訊頁


(前半無雷 請放心)
(後半有雷)

最近疫情影響真的沒甚麼大片，

近期覺得最滿意的片子竟然是 ""超危險駕駛""

直接又爽快



傑瑞德巴特勒 主演的 ""天劫倒數""

如果你想要殺時間 或是 很喜歡災難片  還是值得一看啦

但特效不足，相同類型的電影套路類似，甚至親情戲碼過多

導致在觀賞過程中，有點不耐煩的想說 : 到底要不要結局了!!??  = =+

片中有些設定也會有點小出戲，你也不要太認真看待

殺時間就好










以下劇情討論 想閃雷的快跑
以下劇情討論 想閃雷的快跑
以下劇情討論 想閃雷的快跑
以下劇情討論 想閃雷的快跑




~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~



~~~~~~~~~~~~~~~~~~~ 雷文 主文分隔線 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~




1.其實我懂末日之下，搶資源或是甚麼方法都會試

  辨識手環也想搶，我也能理解，可是最後到了碉堡避難地為什麼

  隨便揮揮手就有車子來接應?

  手環也不用檢查了??

  前面軍方隔離，甚至不讓慢性病患避難，顯得格外出戲...

  大家到底在爭甚麼.....


2. 主角一家人決定搭飛機要去碉堡避難前，有一小段碎片掉下來的戲

   躲在橋下的一家人，老爸看到有人火燒車，衝出去去救

   人是不知道有沒有救到啦，躺在地板上不知道

   但既然有這種大愛，為什麼不跟同在橋下避難的人，說有機場可以搭飛機避難?

   你的消息來源還是某個好心人跟你說的哩...


3. 在加拿大機場的那場戲

   男主: 你讓我太太跟小孩上飛機就好

   機長: 好

   女主: 不行!! 我們一家三口都要上飛機~!!!

   男主: 你不讓我上飛機!! 我車子也不開走!!

   看到此，對於主角一家人的好感甚至同感，降到一個低點....

   要死大家一起死吧~



阿阿

好啦

不要太認真 我知道

只是

我覺得編劇設定可以在嚴謹一些...


哈哈




--
",2020-08-14 10:06:40,[普無雷] 天劫倒數 中規中矩,天劫倒數
314,babuza (不要叫我八大),"

有雷







可能是天災片的公式：

1.主角有孩子但婚姻有問題

2.毀滅性無法挽救的天災

3.沒資格（無法）入保護區

4.最後夫妻、孩子都沒事

5.人類還有一線生機（happy ending）

6....


-------
爽度是2012略勝
雖然可以想像的劇情
但下次有這種電影還是會買單


不過被槍聲嚇到還是很無言...= =


-----
Sent from JPTT on my Asus ASUS_X00TDB.

--
2012主角是離婚
可能導演也不知如何呈現XD
女主帶孩子去超市藥局時...
",2020-08-13 17:00:16,[討論] 天劫倒數 跟 2012相似處 （雷）,天劫倒數
315,tony77998 (偷尼柒柒玖玖捌),"
雷文防雷資訊頁



~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~



~~~~~~~~~~~~~~~~~~~ 雷文 主文分隔線 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

雷
雷
雷
雷
首先 把這個當特效大場面末日片的觀眾群們可以PASS這部
這部內容比較像是末日將至時家人親情類溫馨片 建議等電影台看就好
因為廣告轉台再轉回來你還是知道現在演到哪裡且接下來會怎麼演




以下劇情概要

哇烏哇烏哇烏慧星要來了快許願

欸修旦幾勒不對不是慧星是殞石

蹦蹦蹦先打一顆在佛州嚇嚇你們

對重建文明社會有貢獻的塊陶阿

政府包吃包住包機票讓你們茍活

本身有病被視為拖油瓶一律嚴懲

我好歹一個結構技師很會蓋房子

雖然我兒子外強中乾沒什麼屁用

不行我要帶我兒子跟老婆一起走

於是一連串事件導致分散又團聚

打架殺人擄人趁火打劫偷車都來

但這中間得到了有用的偷渡情報

得知最後要去圖勒沒圖說個機巴



那有核子冷戰打造的地下大碉堡

最後慧星一擊打的恐龍不要不要

沒躲進圖勒碉堡也零星生存下來

人類地上文明全滅世界整個洗牌

可以考慮提早興建第三新東京市



--
",2020-08-13 02:31:10,[普負雷] 天劫倒數 末日片跟您想的不一樣,天劫倒數
316,ckshchen (尖酸苛博文),"
雷文防雷資訊頁



~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~



~~~~~~~~~~~~~~~~~~~ 雷文 主文分隔線 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



























特效少沒關係，想講人性就要講得好

但整部片的人都像弱智，看了只有煩躁


1.收拾行李還在長袖短袖，還在收毯子，蛤????

2.避難是用手機QR code確認，那如果手機怎麼了呢?
  尤其兵荒馬亂

3.人群其實很友善，說借過就能擠到前面
  (而且沒人逆向開車!???車燈為什麼都不關)

4.99%的部隊沒辦法上飛機還沒暴動，只有被突破，真的訓練有素

5.自己知道手環已經沒用了還戴在手上吸引人搶是哪招

6.那對夫妻幹嘛不直接搶下兩條，還要冒這風險

7.救人也要把他拉到橋下吧，等一下被砸到怎麼辦

8.主角們其實也滿機歪的，自己不能活就要大家一起死
  (但這點很合理就是了)


9.2012選在聖母峰是因為地勢最高，只能去那邊
  這部片說全世界只有格蘭陵有蓋五個庇難所??
  我才不信美國自己不蓋任何避難所



ps:我一開始以為女主角是舊版琴葛雷(詹森)
   後來才發現是死侍女主角
   想說都這麼老了還這麼正，真訝異


--

電影。劍雨(誤)
                ",2020-08-12 16:55:15,[負雷] 天劫倒數,天劫倒數
317,bennyalen (小周),"
雷文防雷資訊頁

一早去看了IMAX廳的數位版，沒有想像中的不適合，爆炸音效很真實，畫面也很清晰，字
幕也沒有不清楚,重點能花少少的錢看到IMAX大螢幕就是爽

這部是繼明天過後 2012，個人覺得還不錯的災難片，喜歡災難片的還是可以去看，很多
特效覺得做的很棒，劇情全程緊湊著重在主角一家人，所以不至於看不懂















~~~~~~~~~~~~~~~~~~~ 雷文 主文分隔線 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
前半段有一幕男主帶著家人開車去機場時，遇到鄰居求男主帶著他們走，卻被男主拒絕了
，這幕令我想到感染半島的片頭，都是要逃難卻無法帶著外人走


手環也就是通行證，只有獲選的人能得到且搭上飛機，然而這個手環不但沒幫助主角一家
人逃生，還帶來許多禍害，許多人都覬覦這個手環，想搶手環的人都沒有好下場，值得慶
幸！

總結這部片就是在拍主角一家人的逃難記，最後也是個圓滿的結局





應該沒有片尾片段？名單看到一半就走人沒有看到最後







--
",2020-08-12 15:32:21,[ 好雷] 天劫倒數,天劫倒數
318,pttdouble (多多綠),"


很普通的一部片
類似劇情已經太多
就是你可以想像的劇情那樣 再更差點
特效場面預告已經幾乎演完了
要講人性, 比這更邪惡的多的是...
也沒精彩動作跟轉折

就跟第一個po普雷的一樣
劫瑞巴特勒自己的製片公司 受限預算
就只能這樣的
那種特效 現在一般人也能做到了

我看到中間睡著再醒來 看手錶期待他快點演完...
But 你就把克拉克彗星當作武漢新冠肺炎吧...
最近除了天能這部大片外
就剩這部天劫比較偏大場面了...
就殺殺時間吧...


--
據了解正夯英國研究驚傳宅男崩潰欲哭無淚柔腸寸斷的一個動作Ｍ型營養午餐付之一炬
踢爆算一算對當事人來說受害高達八成令人傻眼形成壓倒駱駝的最後一根稻草活不下去
低調爆料希望有關單位重視得到確切的回應官員震怒掉頭離去各說各話羅生門各界傻眼
某高層透露指出其中緣由耐人尋味有待釐清靜待真相曝光自有分曉顯示出公道自在人心
一場風波憂心忡忡不禁要問景氣差物價上漲股市大跌爭議中痛批政府到底都在做些什麼

--
",2020-08-12 12:56:16,[普雷] 天劫倒數 Greenland(無雷),天劫倒數
319,redcurrant (哭哭),"
雷文防雷資訊頁

歐洲好像比較早上映..
看預告以為是爽片所以毫不猶豫一上片就買票進戲院啦
但看完只能說和想像的不一樣 所以只給了普雷
怕透漏太多 把更多心得放在以下...











~~~~~~~~~~~~~~~~~~~ 雷文 主文分隔線 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

我覺得這片著重在人性和親情大於本來預想的大場面主角開外掛拯救地球的英雄爽片
看起來不是特別爽(原因如下) 但想想或許災難發生真的是這種情況(?)..

1. 主角一家: 以往主角應該都是有特殊才能顧全大局的 這片主角完全不是因為他在這
             場事件中展現任何才能而為主角 而比較像是在這事件中記錄這一家人的
             親情而已 甚至感覺主角一家到處惹事XD...
             (就是他們比較好運 但很多人又因為它們而犧牲..)
2. 好人: 人性真的超黑暗 好人沒好報...

其實不算是缺點 反而很寫實 只是若抱著像看以前英雄災難爽片這樣的期望去看
可能會有點差距這樣...

--
",2020-08-01 03:27:22,[普雷] 天劫倒數 greenland,天劫倒數
320,ktou545 (修哥),"
由於周一看《逃出立法院》，當中在補選橋段播出美秀集團《電火王》，讓身
為美秀迷的我興奮到不行。但回去後，倒無法回想片中使用的歌詞部分。

於是，在這請教各位，就原本歌詞的主副歌 ( 詳情見此→
 ) ，實際上有引用哪幾句被電影播出呢？

不論如何，都要感謝大家，幫到目前無緣二刷的小弟。

--
          \◣◣
           \   ╲       ★
           \╲◢
        ◥
       ▏    ◤
               ◣

--
",2020-08-26 19:45:16,[請益] 《逃出立法院》插曲節錄內容 (有雷),逃出立法院
321,Swerhin (滾滾滾過來),"
雷文防雷資訊頁






其實覺得這部笑點跟劇情鋪排有點失衡
個人認為成功的搞笑片要嗎走有點劇情的搞笑勵志風格，要嗎走從頭北爛到尾路線
但這部片想插哭點角色感情又鋪陳不夠，想連環引爆笑點，力度跟節奏又不太緊湊，刻
意的迷因和梗圖等等反而打亂了劇情順暢度
要說亮點不是沒有，但政治梗不夠多又想一直強調主軸，台詞有些呼應的太過刻意有種
用力過猛的感覺
最後只有用狂噴的血漿填滿畫面製造荒謬感
市場上其實也就吸引懂得梗圖和迷因的年輕族群而已，對於看慣政治梗的人來說力道又
不太夠
但國片能做出這種嘗試其實不錯了，台灣前幾年搞笑片甚至只有充斥化石級笑話的賀歲
片，若能脫離考古爛笑話迴圈，那這個嘗試可說非常值得
.
.
.
.
.
.
.
~~~~~~以下心得有雷，慎入~~~~~~
.
.
.
.
.
.
.

個人認為劇情的原罪可能是經費不足
雖然類似於此的B級恐怖片大部分受限於小成本，且本片故意營造出非常不認真而搞笑輕
鬆的氛圍
但片若是不夠好笑，邏輯不通順或劇情不合理處就容易被放大成一種缺點跟一種莫名其
妙的感覺，故事完成度自然被看作不太足夠
設定上算是很有新意，可惜bug太多，光是壞人的幫手太少+警隊軍隊完全沒出場，就很
奇怪說不過去
新聞記者一堆都現場轉播的，怎麼可能消息被封鎖在立法院
立委打架是一大看點，影射台灣時事也很有趣，可惜大概是受限於電影製作時間，沒辦
法打到當下時事痛點，反而有種搔不太到癢處的感覺，fb各政治粉專的留言炮火都比他
猛烈
且立委們其實著墨篇幅不多，還以為會在這上面大作文章，他們臨演打架的精彩度還沒
有平常立法院真的打時兇



安排上，個人認為大部分都是不用心的玩梗圖迷因或是隱喻居多
真的有認真去塑造角色鋪梗，最後慢慢抖包袱的橋段只有那幾個
梗圖似乎是年輕世代，製造笑料跟共鳴最快速方便的調味包。用得好當然OK，但笑點不
夠，也可能造成電影變成尷尬的梗圖放映機，幾乎可以說是雙面刃
個人認為有些梗圖迷因用的可以，但太大量濫用只會徒增出戲度跟厭倦
甚至可以說，這部片客群就真的只有網路世代的年輕人，長輩幾乎看不懂，票房會差主
要原因應該在這裡
但個人也不認為這種新嘗試不值得嘉許，若都是豬哥亮時代的笑點那才真的沒救了

另舉例一些覺得出戲or不好笑的橋段：
1.每個人物都有一個aka稱號+漫畫出場特寫，卻不夠好笑
2.寶可夢+摔角打鬥橋段，可能想營造出一種輕鬆搞笑跟爽感，但個人身為摔角門外漢看
了只覺得尷尬，同一招還故意用很多次強調必殺感，但其實打鬥戲的流暢度跟爽度，個
人看了感覺普普（畢竟個人平常也沒在接觸，不知道到底動作是不是真的厲害）



劇情中的角色邏輯有夠詭異，個人覺得女主角動機目的再怎麼正當，也不能改變自己脾
氣暴躁被搞掉，還把男主角當工具人的事實
某方面來說女主角幾乎做的是跟黑心立委一樣的事情，要換成一個現實點的人早就西瓜
偎大邊，她不過仗著年輕時的突發善心+美色操縱男主角而已
一方面來說劇情想強調女主角家被強拆的悲哀與其頑強不屈、無所不用其極的精神，一
方面女主角有時候太過強硬又腦子不夠，讓人不知道在凶幾點的，有點扣分
武力值也極高也沒交代怎麼來的，看到一個美女很會摔角動不動必殺其實不好笑甚至很
尷尬，可能個人笑點詭異。


給人的感覺是，剛好有一個不容易死的極罕見疾病，讓他主角氣運於一身威能爆炸
其他就是一直逃一直剛好運氣不錯，然後身手還可以又很聽女主角的話當傀儡，找不太
到其他特色或閃光點，感覺他就算在女主角面前硬起來也沒啥成效，還顯得女主角更自
我

男女主角的優點大概就是演技不尷尬，這在國片裡算難得了



個人認為反而是本片中最有角色魅力的一個，看似心慈手軟選了指甲刀卻能逢剪必中大
動脈，欺軟（男主角）怕硬（立委跟女主角），動機（服完役）明確，還常常自己掙扎
糾結或伏低做小，可惜中後期鏡頭不多，感覺是認真安排可以有很多梗的角色


沒甚麼好說的，就是想影射厭世公務員中年人和老一輩與年輕人政治觀念差異不同的感
覺？
雖然有刻意排一些笑點上去，但只有親情跟灑狗血部分最有記憶點
這部分也可惜，個人認為要玩政治搞笑梗，從年輕人跟長輩的衝突下手也可以很精彩，
但本片也沒有太多


有一個好像是影射唐鳳的高科技幕後壞蛋，一直看著監視器監視男女主角，但其實他到
底是哪裡人？為什麼要搞他們？憑什麼剛好是他在總統變殭屍後獨攬大權隻手遮天？而
且「立法院爆炸一下，就可以掩蓋一切真相」的想法也有夠弔詭，看似大權在握手下就
那幾個，不知道在幹嘛
堂堂幕後Boss之一，給人感覺跟手段卻像愛說大話的龍套

壞蛋黑心立委個人倒是覺得演技不錯，雖然被安上刻意又造作的黑道搞笑特色，但意外
的不會矛盾或尷尬
但也沒有演到立委活靈活現的油滑感，台詞也不夠官腔圓滑，無理取鬧起來說的話就那
幾句也不夠87跟多元，稍微可惜
----
Sent from on my Google Pixel 4 XL

--
覺得迷因算是很快速方便的笑話XD
+1，劇情有點不成熟但算是很有誠意了
家人看完也覺得很好笑XD但我完全get不到
+1，可能篇幅跟資金不太夠，人物刻畫的都有點不夠
導演的風格真的很強烈又不差！
個人認為感情戲份可以當點綴，但鋪陳不夠就無法讓觀眾入戲，有時反而不如無沒錯
要這樣認為也可以，但長輩走前真的有稍微催淚了一下下XD
寧願看他們諷刺警察或國防部，也不要搬個怪模怪樣還不好笑的科技宅XD
",2020-08-24 02:56:16,[普雷] 《逃出立法院》玩梗有趣但不會想笑,逃出立法院
322,Kericheng (凱莉喵),"
雷文防雷資訊頁










~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~










~~~~~~~~~~~~~~~~~~~ 雷文 主文分隔線 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



有四部台灣片可以選

最後選擇了看逃出立法院

因為之前看了屍速列車

以為逃出立法院會跟屍速列車一樣好看

沒想到結果差有點大

一開始電影就要大家忍耐這部電影90分鐘

莫名其妙的

然後立委跟記者跟警衛跟替代役就打起來了

打完之後警衛就變立委了

莫名其妙的

然後立委沒事拿大鎖把門鎖起來打架

莫名其妙的

總統突然變成活屍咬死立法院長

莫名其妙的

立法院大廳變成跟屍速列車的百貨鐵籠生存秀好像

上面的人亂亂叫

下面的人一直跟活屍玩躲貓貓

莫名其妙的

報告班長的庹宗華為什麼要學瘦身男女的劉德華化濃妝來扮老扮肥呢?

莫名其妙的

這部電影裡的庹宗華的演技與聲音怎麼變成跟高捷一模一樣了?

莫名其妙的

庹宗華莫名其妙化妝扮老扮肥就算了

還跟另一個又老又肥的老阿姨到機房裡做令人害羞的事情

莫名其妙的

兩個人邊做令人害羞的事還邊說令人害羞的話

莫名其妙的

然後活屍跟活人就一直在立法院裡面追來追去殺來殺去

莫名其妙的

老胖庹宗華跟老胖阿姨中途也變活屍死掉了

莫名其妙的

後來剩下三個人從地下室爬出來嚇跑學生

莫名其妙的

最後整個立法院爆炸變成廢墟

莫名其妙的

結果電影就結束了

莫名其妙的

覺得不是很好看

莫名其妙的電影

所以覺得是負雷

莫名其妙的

--
",2020-08-22 14:22:09,[負雷] 逃出立法院,逃出立法院
