,author,contenttext,date,title,key_word,good_ray,bad_ray
465,popoliii ( ),"


防雷 預防萬一 空一下



















最後結局部分

尼爾和主角道別後 回去幫主角擋子彈

帶著決心義無反顧的神情實在很帥


我的問題是 尼爾是怎麼知道主角會被門鎖住
然後自己一定會幫主角擋子彈而死的呢?

1.未來主角遇到尼爾後 跟尼爾說的

2.有在前面文章看到說:

最後戰鬥尼爾本來是逆行出發(藍色) 中途改為順行(紅色)

在旋轉門處 沒有看到玻璃另一邊的自己 所以他知道自己會死


還是說另有其他答案?

天能的電影節奏很快 許多細節片段容易漏掉 詢問大家 感溫~


--

那麼 尼爾是怎麼知道自己一定要回去地底基地一趟呢? 我漏了什麼橋段?



前面自由港倉庫有顯示尼爾的開鎖技術比主角好很多

然後主角和屌爆俠討論說 運算器那邊的門 鎖很難開

加上尼爾用車子拖主角和屌爆俠出來時 那個""幫忙開鎖的人""並沒有活著一起逃出


所以尼爾是覺得說 鎖很難開+此人最後沒逃出會犧牲

判斷說這個鎖必須是我來開 而且會犧牲 但還是瀟灑的走過去了

這樣我的統整OK嗎?XD

只能說天能的節奏實在太過快速 很多細節可以懂 但是速度實在太快一閃即過



 時間軸我自己喜歡這個圖

",2020-08-30 03:49:31,[請益] 天能結尾的問題 (有雷 請小心),天能,48,16
466,king786945 (你看不見我),"
雷文防雷資訊頁



~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~



~~~~~~~~~~~~~~~~~~~ 雷文 主文分隔線 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

從頭到尾藉由時間門穿梭來穿梭去的 然後最後一場大戰更亂

有時間穿梭的人 和正常時間的人打再一起 這一幕有夠亂不知道在演什麼??

而且未來人如果可以通知過去的人去找演算器 幹嘛不自己去就好...

依照未來的科技找到演算器根本分分鐘的事情 讓現代人找到 然後再通知自己去拿

這不會風險太高了嗎... 沒有合理性

然後劇中好像還有說道如果同一個時間線同樣的人碰再一起也會世界毀滅 那讓反派在

同一個時間互相碰觸就可以達到目的= = 為何還要去找龍珠(演算器) 為了毀滅世界阿

還有一個 時間門也太多人有了吧 這不是反派的大殺器嗎 結果後面搞得人人有.....

中間還能看得懂 後面真的太亂了....

--
--

--
",2020-08-30 02:48:18,[負雷] 完全不懂在做什麼的天能,天能,48,16
467,henry74918 (henry),"
1. 劇情裡面都是透過「逆轉機」來前往比較之前的時間點去完成一些任務

   但這不就代表你一旦開始使用了一次逆轉機 你就再也無法回到原來的時間了嗎？

   就算你再次透過逆轉機回到順向時光,但是你的時間流逝跟別人一樣快

   你永遠也回不到當初出發的那個時間點不是？


2. 公路那段搶奪最後一個演算機零件的過程還是不是很懂 主角先是在前面給了壞人

   空的箱子 但是當他開車在逆時間的時候那個零件到底是怎麼跑到壞人手上的？

   我有看到那個零件跑到他車子的後座 畫面一下就閃過去 接著就不知道跑去哪


3. 和劇情無關 存粹想問他們在海上玩帆船的那場戲 那個帆船是什麼東西

   有正式名稱嗎？ 感覺速度超快還可以飛在海面上

--
",2020-08-30 02:36:23,[請益] 天能的幾個問題 (雷),天能,48,16
468,j022015 (一大包蛋糕邊),"
（前文長，堪比防雷）

看完天能後洶洶記起我很久以前想到
還傻傻發到八卦版去的一個理論
我叫它「時光機矛盾」
我認為時光機不應該能夠穿梭到未來

我當時提出的解釋是
因為熱力學第二定律
熵必定要趨向增加的方向
所以藉由時光機穿梭到未來
實質上是把物體抽離了它應該度過的時間
物體在原本的時間裡中
會因為持續存在著而影響世界或參與某種現象
會持續產生更多的亂度

將物體帶到未來
對當下的物理世界而言
等同於是抽離
或者說
暫停了它的時間
使它能沒有任何變化地
徑直地前往未來

這個舉動會奪走它產生熵的機會
也就是對未來的物理世界來說
它可以產生的熵
變相的被減少了
這樣會使它違背第二定律的規則
依此理論
任何物體都無法因此藉由時光機穿梭到未來

反過來說
穿梭到過去則沒有任何問題
因為物體此時仍有增加熵的可能
物體可以坐時光機回到過去

那和電影有什麼關呢
天能片中架構一個種科幻的裝置
讓熵的前進方向可以反轉
表現在物理上就是時空間以倒流的方式後退
並在同一個向前進的物理世界中展開
在第二定律中我們知道可逆反應熵不變
既然熵不變
更可以更好容易理解「發生了就是發生了」
因為不變
逆轉時空也是一種熵增加的過程
只是最後和順向的熵成為了零和的狀態

而既然等於零
就是不小於零
就是沒有減去熵的增加
自然不會牴觸熱力學第二定律
也不會踩到我提出的時光機矛盾
因為逆轉當下不算真正的前進到未來
正逆是同步同時的

-----
Sent from JPTT on my iPhone

--
回過頭看在實驗室講解天能
可以玩子彈就很bug
怎麼順行當下可以用出逆行的事
果然還是享受、感受電影就夠了
否則會陷入思考設定的巢臼 XD
經過逆轉機我懂
但這樣後面呈現的物理效果是不是錯的？
",2020-08-30 02:34:20,[討論] 熵與時光機（有天能雷）,天能,48,16
469,jcsb1021 (jcsb1021),"

































我覺得尼爾應是女主角兒子。
關於這件事讓人不解的兩點。
其一尼爾對女主的態度顯得冷漠。
其二女主陷入險境時尼爾完全不在乎。

首先我認為尼爾的冷漠是刻意為之。
畢竟執行任務會面臨眾多的危險，
行動者之間彼此投入太多情感
事情會變得複雜，甚至難以掌控。
再者，尼爾確實不顧女主死活，
因為他知道她老媽不會死。
發生過的已經發生了。
舉例來說
尼爾就像一個正在二刷天能電影的人，
劇情勾不起太大情緒，
而且當鄰座的人(主角)看的正爽時，
他不會也不該暴雷。









--


跳脫平行世界的(命定論)設定觀眾通常都會有這個疑問XD。他是運轉宿命的其中一個齒輪
",2020-08-30 01:35:32,Re: [請益] 天能的尼爾（雷）,天能,48,16
470,ga495877 (ga),"

一
罩
，
聲
特
丟
以
沒
，
那
過
逼
強
搶
W
果
告
他
飛
，
氧
發
逆
就
追
左
貨
到


最後大戰其實還沒有太難懂

反而是公路戰我有幾個點有很大的疑問
我三刷了還是有些細節沒有看懂
引用這位大大的攻略
公路追逐戰我有不同的解析跟疑問

先順一下時間線

-JD偷到鈽開始
-遇到逆行薩托威脅
-銀色車出現
-JD丟箱子給逆行薩托
-同時把鈽丟到銀車
-逆行薩托知道箱子是空的並丟掉
-JD阻止凱特車禍
-JD跟凱特被抓
-JD看到凱特被逆行薩托用逆子彈打傷
-順向薩托趕到打主角追問鈽的下落
-小隊進來救援
-順向薩托跑到門的另外一側變成逆向薩托
-薩托將受傷的凱特在補一槍讓她復原
-繼續逼問對面鈽的下落
-薩托將順行凱特推出去當人質
-小隊把對面的凱特抓過來療傷
-一行人都跳到逆向
-主角去追逆向薩托

看到這裡有幾個我想不通的疑問
1.依照上面的順序順下來
鈽到底是啥時被拿走?有演出來嗎?
主角被逆向薩托放火凍傷醒來說他雙手奉上給薩托
是我看漏嗎?我只知道他開銀車逆向追
鈽在他車上滾來滾去 然後翻車

2.逆行的薩托拿凱特當人質是為了拿到鈽
拿到鈽之後呢?
凱特被當人質跟被薩托打的中間沒演出來
我腦補是凱特在地上哀號
被突然出現的逆行薩托抓住
這樣的解釋合理嗎?還是其實這段不重要?

3.JD看到被打傷的凱特這段
薩托衝進來逼問JD
逼問到一半小隊衝進來
情急之下跑進逆轉門
然後再繼續逼問
但為啥要把受傷的凱特復原?
我不太懂這段的邏輯
他剛進去的時候有馬上看到凱特受傷嗎?
然後這段我朋友還理解成凱特被打兩次?
但因為薩托逆行了 所以他會再射一次讓凱特復原沒錯吧?

因為這段真的資訊量太大又來的太突然
每次看都想不清楚
有人有最佳解嗎?


--
",2020-08-30 01:09:50,Re: [巨雷]《天能》完整劇情＋反派目的（未看勿入）,天能,48,16
471,Kershaw0817 (Clayton Kershaw),"

如題，最後逆行尼爾跑進來幫主角開鎖和擋子彈死

掉，那麼順行主角在衝進來地道的時候不是應該就

看到死掉的尼爾和「已經開鎖」的門嗎？

可是電影演出的是主角一開始衝進來先看到死掉的

尼爾以及「鎖住的門」

究竟是哪裡想錯了呢？請各位大大幫解惑感謝



-----
Sent from JPTT on my Sony J9210.

--
",2020-08-30 00:55:11,[討論] 天能劇情疑問（雷）,天能,48,16
472,Bensonboyi (無),"
電影中第一次進機器就有說逆轉之後一切都怪怪的，但重力並不會反過來，也就是說從逆時
人的角度來看，他還是被萬有引力吸的牢牢的，不會往外太空掉（大概是因為如果會往天空
掉的話導演也不知道該怎麼拍）， 但是預告片裡的女科學家有演示只有你有意的話可以讓
桌上的子彈飛上手裡。

那如果女科學把子彈接住之後再放開會怎樣呢？

1.如果對順時的人的角度來說子彈往下掉，那麼對逆時的角度來說，子彈會往上飛，這個時
候地心引力就變斥力，又與設定不符

2.如果對順時的人來說子彈往上掉，那就符合設定，可是這樣的話所有的逆時物體只要沒有
支撐物就往上飛？電影裡的似乎沒有帶到任何這樣的畫面


各位有什麼想法呢？子彈會往上掉還是往下掉？ 該不會會吸住你的手甩也甩不掉吧？

--



",2020-08-29 23:46:14,[討論] 天能的子彈（雷）,天能,48,16
473,ilovedt (台灣安全 人民有錢),"
這部很多觀眾看不懂
但其實根本不是什麼燒腦片
它並不是劇情多深奧或複雜而燒腦
而是導演根本故弄玄虛
故意模糊世界觀設定
故意模糊角色的動機
一些關鍵點的劇情也留白要自己腦補
資訊量看似很大
但導演故意隱藏關鍵資訊
在沒意義的地方說太多話裝B
重要的地方卻不多作解釋模糊帶過
其實很多橋段
只要角色多講個一兩句話解釋一下
其實就很好懂了

舉例來說
它不是一個很難的數學題
讓考生解不出來
而是一道普通數學題
然後把題目的一些字用馬賽克遮住
讓考生還要自己腦補題目才能解題
不然看100次也解不出來

諾蘭故弄玄虛裝B
以為讓觀眾看不懂就很屌
根本糞片

--
Sent from my Android

--
",2020-08-29 23:43:15,[負雷] 天能-故弄玄虛的假燒腦糞作,天能,48,16
474,esther81828 (狗狗),"

大家好，今天下午去看完天能，大部分的劇情都能理解，理論也大致有看懂

但有一個問題我和男友有點想不通


（防雷）

（防雷）

（防雷）








尼爾在最後表示，主角和他在未來還會再相見
可是這個地方我有點不太明白：為什麼未來還會有一個不認識主角的尼爾存在啊？
從未來被派過來的尼爾已經死了；如果沒有平行宇宙的話，尼爾從未來跑回了過去，未來就沒有尼爾了啊？



另外，為什麼主角他們要帶著受傷的凱特回去自由港啊？
他們為什麼不在被開槍打傷的地方待著就好了？
他們說要弄貨櫃回去奧斯陸的目的是什麼 是我看漏了嗎QQ


求大大們解釋QQ
先謝謝了QQ
-----
Sent from JPTT on my iPhone

--

那想請問一下各位大大，為什麼主角他們要帶著受傷的凱特回去自由港啊？
他們為什麼不在被開槍打傷的地方待著就好了？
他們說要弄貨櫃回去奧斯陸的目的是什麼 是我看漏了嗎QQ




啊 這樣就可以了解了
因為他們待在原地很有可能會有倒著出現的反派

謝謝！！

所以尼爾一開始什麼事都還不知道 就相信了主角的話並去孟買和主角會合嗎？
那他跟主角就不應該有好幾年的友誼啊？


好啦 可能主角回到好幾年前先跟過去的尼爾培養感情 再叫他去孟買幫他的忙
這樣就可以理解了
",2020-08-29 23:11:02,[討論] 天能劇情問題（有劇情雷）,天能,48,16
475,JustBecauseU (ki),"
結局的時候 老婆開槍射了老公

然後毀屍滅跡

那後來的老公是誰

消失了一個月那她遇到的是誰？


--
",2020-08-29 22:23:24,[討論] 天能 結局前的問題 有雷,天能,48,16
476,diru (花與時間的片段),"


防雷















想問戴氧氣罩時代表的是逆行

所以這時動作在正向中看起來都是倒轉的


那看不太懂的是開場的歌劇院尼爾救主角的時候

子彈是逆的但是尼爾跑走時是正面跑走

代表這時是順向尼爾只是槍跟子彈是逆的？




又高速公路那段，只有戴氧氣罩的薩托(還有司機)是逆向的

主角.凱特.尼爾全是順向

所以薩托那時欲殺凱特威脅主角的動作全都是倒轉的？




--
",2020-08-29 21:41:55,[討論] 天能的倒轉問題 (有雷),天能,48,16
477,WMstudio (Wayne 韋恩),"

因為有提到說要低調
太帥就會曝光了XD

不像是
We're living in a twilight world.
And there are no friends at dusk.
這麼明顯的暗號






防雷
--------------
一刷時，其實只有注意到招募大叔比這動作，

以及尼爾在貨櫃解釋這手勢等於順時和逆時共存。


原本以為這只是要說明天能的概念，

沒有想到原來是成員間的暗號。

二刷完才看到更多細節，

所以除了招募大叔解說之外，

第一次以此暗號確認是在遇到科學家開門前，

主角看似自然的站定對話，其實手是交插握，擺出手勢自然下垂，

然後對話說出Tenet，科學家確認後才刷卡開門。


第二次是在軍火商家中，主角用槍抵著她老公時，

軍火商用手交插握的方式拿著杯子，對話中也提到了Tenet(在這段原意是意指信條)

主角聽到後，原本單手拿槍，馬上改用雙手交插握的方式回話，

也隨即提及Tenet一字來確認。


一刷時還很困惑說，怎麼軍火商突然就幫起主角了XD

還以為持槍威脅還真湊效了...


大概看到這些，不知道還有沒有漏看什麼橋段

--
代表主角當初CIA的團隊暗號已經被薩托掌握了


象徵正逆交錯

",2020-08-29 21:39:22,Re: [討論] 天能的手勢(劇情雷),天能,48,16
478,kuninaka (家入レオ推廣大使),"
雷文防雷資訊頁



~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~



~~~~~~~~~~~~~~~~~~~ 雷文 主文分隔線 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

先說結論

這電影根本就是記憶拼圖超級加強版

從開場的基輔歌劇院開始

每個鏡頭，每個對話

都令人屏息，細細思考對話

雖然只看懂七成

但是剪接流暢，一氣呵成

動作場面看的很過癮

打鬥方面也比蝙蝠俠進步了

不過還是不推薦給一般人看

除非你是諾蘭迷

或是很愛記憶拼圖

P.S. BD 我買訂了，來看個十遍

另外 Robert Pattinson 幾時變這麼帥了？

--

差很多啦

黑豹比較美型男

天能長得比較MAN


是的，記憶拼圖我第一次就看懂了


還是很多看不太懂拉

希望BD版有導演解說XD
",2020-08-29 17:45:08,[ 雷] 無雷心得 天能,天能,48,16
